"Story","Title","Result","Date","Stability","Duration (s)"
"Search by keyword story","Searching by ambiguious keyword should display the disambiguation page","PENDING","2016-05-23T17:05:56.629+07:00","0.0","0.0"
"Search by keyword story","Searching by keyword apple should display the corresponding article","PENDING","2016-05-23T17:05:56.629+07:00","0.0","0.0"
"Search by keyword story","Searching by keyword banana should display the corresponding article","PENDING","2016-05-23T17:05:56.627+07:00","0.0","0.0"
